STT,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chtct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDP_growth,GDPpercapita,INF
100,GHCH.NS,GHCL Ltd,India,Chemicals,2022,1.00902203,36.14980073,8.795745522,0.070105446,0.523513449,0.352119493,0.116719319,0.014610171,-10046251.22,-0.015264626,0.23376948,0.465953431,0.375811464,135808179.2,6,10,TRUE,46.73380839,24.60742865,7.609364978,3.370596035,5.897141859
100,GHCH.NS,GHCL Ltd,India,Chemicals,2021,0.979056654,0,8.818317875,0.157657991,0.444522305,0.579966489,0.219912967,0,27506739.01,0.050573936,0.365224616,0.648916897,0.180556285,58753856.98,0,0,0,0,0,9.689592492,3.350173143,8.354907715
100,GHCH.NS,GHCL Ltd,India,Chemicals,2020,1.181168868,0,8.735512352,0.196615768,0.4558062,0.436914589,0.0535873,0,-7762145.016,-0.014024864,0.237941355,0.828988451,-0.223634913,41954140.86,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
100,GHCH.NS,GHCL Ltd,India,Chemicals,2019,1.158700994,0,8.743083091,0.300461703,0.523022138,0.464437383,0.0977684,0,10561108.68,0.01828871,0.217292642,0.76560615,-0.091626498,63616210.69,0,0,0,0,0,3.871436941,3.309934203,2.405517161
100,GHCH.NS,GHCL Ltd,India,Chemicals,2018,1.085127163,0,8.761526442,0.325957281,0.495879846,0.53552945,0,0.00304888,86730.26886,0.000155645,0.241576598,0.755068324,0.050337957,50676496.1,0,0,0,0,0,6.453851345,3.293639741,3.884240272
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2024,3.080550145,54.17850405,8.437193586,0.011725979,0.751209975,0.908413645,0.473340781,-4.27656E-08,-8564470.451,-0.040350475,0.491508201,0.256519655,0.04944048,69989467.52,7,28.57142857,TRUE,78.20222323,29.5435384,6.48422363,3.430826821,3.2018101
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2023,4.004891627,31.11049664,8.32685186,0.014718837,0.676772343,0.882855871,0.383591605,-5.65253E-08,-11345974.81,-0.065715279,0.719671056,0.217469843,0.426962872,55273809.24,8,28.57142857,TRUE,45.58402714,18.06806487,9.19075493,3.403141173,2.591949545
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2022,4.976796814,29.32013031,8.237175461,0.002517833,0.628493214,0.751725671,0.604119402,0,37765822.78,0.243052008,1.24306192,0.162906108,0.487205138,12433495.62,13,16.66666667,TRUE,56.59822626,11.2279939,7.609364978,3.370596035,5.897141859
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2021,5.530977831,24.27506056,8.191399737,0.120314304,0.639649581,0.573809544,0.030042164,8.47911E-08,-637405.8977,-0.004121049,2.408312944,0.175835712,1.149535591,9295388.491,7,16.66666667,TRUE,48.59055331,0,9.689592492,3.350173143,8.354907715
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2020,5.584423612,0,8.189408282,0.361666303,0.657405503,0.458328506,0.018010218,0,415569.6843,0.002282326,1.386999182,0.181591185,-0.357438305,-14391194.47,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2019,4.72724017,0,8.260266182,0.388680995,0.609225732,0.411519834,0.015489896,0,-3507688.131,-0.013896744,1.89080235,0.161141753,-0.032700656,-15879673.58,0,0,0,0,0,3.871436941,3.309934203,2.405517161
101,GHFC.NS,Ganesh Housing Ltd,India,Real Estate Management & Development,2018,3.414856028,0,8.402107909,0.379725827,0.622504179,0.419484341,0.023773415,0,-416889.1298,-0.001475896,1.534181119,0.12524948,-0.508712485,3837336.224,0,0,0,0,0,6.453851345,3.293639741,3.884240272
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2024,16.56091428,42.81136252,8.351068601,2.60729E-05,0.218211426,0.873975788,0.083711709,0.182510299,-6785254.535,-0.030893617,0.167997994,0.474156542,-0.17205408,48877706.26,6,20,TRUE,30.69694868,46.47883711,6.48422363,3.430826821,3.2018101
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2023,17.49801801,40.69425735,8.341697387,2.73112E-05,0.216810675,0.883138642,0.090153352,0.221220811,2398176.474,0.01027418,0.15737973,0.469659975,0.046871005,49391158.3,4,18.18181818,TRUE,38.38544135,45.77189129,9.19075493,3.403141173,2.591949545
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2022,16.61757265,36.21031399,8.368133957,2.6094E-05,0.221948489,0.879789494,0.077762251,0.203533126,20037519.34,0.097716526,0.175773213,0.434584975,0.055896781,43327526.77,6,18.18181818,TRUE,38.08505181,41.97988177,7.609364978,3.370596035,5.897141859
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2021,18.97961385,30.87706524,8.311875937,7.4123E-05,0.146652687,0.890013593,0.054063672,0.155961036,15782140.6,0.084111692,0.175040023,0.469192615,0.057514721,36647245.09,4,22.22222222,TRUE,36.30688259,24.45400183,9.689592492,3.350173143,8.354907715
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2020,20.99991569,0,8.273309537,0.000114676,0.133205995,0.869323524,0.052541698,0.097947307,-8922807.961,-0.049860848,0.221789076,0.46269459,0.215743914,41740182.89,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2019,21.90942358,0,8.252741887,0.000140551,0.12878061,0.860285105,0.102482915,0.14192718,12016150.38,0.068439075,0.13935652,0.387995443,-0.176881279,30471273.5,0,0,0,0,0,3.871436941,3.309934203,2.405517161
102,GILE.NS,Gillette India Ltd,India,Personal Care Products,2018,22.33925353,0,8.244461224,0,0.168946734,0.881726652,0.112954456,0.080055518,-13812010.44,-0.078199513,0.138561436,0.397352963,0.1023157,36686974.18,0,0,0,0,0,6.453851345,3.293639741,3.884240272
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2024,11.21891312,47.02896786,8.681925292,0.002422357,0.531759781,0.88334316,0.054508805,0.105889256,55550204.8,0.13018295,0.136056085,0.141058218,0.058882961,108552709.2,6,22.22222222,TRUE,36.41124717,50.6038045,6.48422363,3.430826821,3.2018101
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2023,12.70124389,47.33860768,8.630131557,0.005247964,0.582815275,0.857203558,0.042080963,0,3506934.613,0.008661428,0.159162392,0.166973677,0.046951766,70781163.77,5,22.22222222,TRUE,39.00495845,50.66843999,9.19075493,3.403141173,2.591949545
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2022,13.40969823,54.57586947,8.607338168,0.004671217,0.559355096,0.836661974,0.026313093,1.20243E-05,-30580111.98,-0.050095708,0.129630269,0.171546206,-0.083589449,73958398.25,7,30,TRUE,56.54709076,54.35229582,7.609364978,3.370596035,5.897141859
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2021,8.841939826,0,8.785638554,0.004333109,0.571832098,0.862005703,0.033046484,0.049653833,-15678511.86,-0.036815703,0.176107805,0.118296857,0.079654934,50166255.17,0,0,0,0,0,9.689592492,3.350173143,8.354907715
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2020,12.71732282,0,8.629271747,0.011117342,0.545244912,0.827787245,0.152164578,0.063914137,41070552.52,0.098746791,0.174642272,0.173509721,-0.065418871,39278190.25,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2019,13.13638276,0,8.619007554,0.013353615,0.516274686,0.778552127,0.096689163,0.001914954,801096.465,0.001416913,0.141803888,0.471719555,-0.053417722,14618374.42,0,0,0,0,0,3.871436941,3.309934203,2.405517161
103,GLAX.NS,GlaxoSmithKline Pharmaceuticals Ltd,India,Pharmaceuticals,2018,9.590904601,0,8.752341781,0.000149055,0.560886558,0.820962192,0.047270631,0.007677733,-14791153.51,-0.024396611,0.158124237,0.379032232,0.016727661,64381757.73,0,0,0,0,0,6.453851345,3.293639741,3.884240272
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2024,3.345293623,73.24493004,9.273750901,0.15406453,0.408566906,0.828740327,0.28082793,0,2040608.543,0.001184548,0.250070031,0,0.099995023,122544411.9,7,33.33333333,TRUE,64.89929196,73.17481239,6.48422363,3.430826821,3.2018101
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2023,3.65853653,75.90422447,9.236207219,0.085727574,0.500026284,0.893696481,0.284995309,0,25824115.18,0.010952637,0.231542052,0.390744266,0.005283904,-219658068.4,5,33.33333333,TRUE,70.3968942,72.77456171,9.19075493,3.403141173,2.591949545
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2022,2.65524622,70.21061347,9.372506766,0.237866925,0.395754445,0.459320615,0.254980487,0,3955696.203,0.001757524,0.188185496,0.278417933,-0.130356953,-10900803.31,5,27.27272727,TRUE,54.63901908,68.22438539,7.609364978,3.370596035,5.897141859
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2021,2.788622275,67.68055928,9.352321676,0.231923796,0.415620067,0.5864251,0.300788305,0,35892750.33,0.01682363,0.235921415,0.333372651,0.083408611,130913132,4,27.27272727,TRUE,48.82099865,64.16490139,9.689592492,3.350173143,8.354907715
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2020,2.925277206,64.7129357,9.329087026,0.319523978,0.43346681,0.491983206,0.270909208,0,3803820.228,0.001951358,0.246476968,0.296435683,0.059351802,132639840.3,5,25,TRUE,39.19630618,62.66805042,-5.777724707,3.280360375,4.814857919
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2019,3.236343352,59.80387571,9.28988298,0.353152343,0.411378203,0.478968929,0.269327818,0,23097049.1,0.012017872,0.217325243,0.296794571,-0.009490191,103005323,5,18.18181818,TRUE,26.35636126,66.7858791,3.871436941,3.309934203,2.405517161
104,GLEN.NS,Glenmark Pharmaceuticals Ltd,India,Pharmaceuticals,2018,3.320358784,39.70493325,9.283728918,0.334595827,0.338381016,0.522867609,0.23321141,0,-42942758.02,-0.021473102,0.254023448,0.240389129,0.019992428,133708152.6,4,18.18181818,TRUE,28.05695398,29.05917281,6.453851345,3.293639741,3.884240272
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2024,1.639314171,37.02977655,8.957614291,0.016313913,0.22118167,0.394240681,0.22521174,0.059845635,7969572.85,0.009016931,0.036171269,0,0.129075877,80256290.23,6,25,TRUE,22.70958971,32.19460079,6.48422363,3.430826821,3.2018101
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2023,1.731464982,28.01782583,8.946376294,0.000404908,0.207472267,0.440238181,0.060335195,0.061595054,-37192.56149,-4.396E-05,0.034018779,0.298104026,-0.305946123,71668866.23,5,37.5,TRUE,12.43050017,25.44241309,9.19075493,3.403141173,2.591949545
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2022,1.839154482,18.00735823,8.927398235,0.000297475,0.17334737,0.452248045,0.096855254,0.003368535,1027215.19,0.001325486,0.037207056,0.30997522,0.182771723,146597711.8,4,25,TRUE,15.32029329,7.454033771,7.609364978,3.370596035,5.897141859
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2021,2.012023272,0,8.88928636,9.38262E-05,0.232676042,0.398321868,0.110047618,0.000110504,-26184418.21,-0.038550665,0.064453545,0.363417755,0.960760803,58747493.46,0,0,0,0,0,9.689592492,3.350173143,8.354907715
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2020,2.259709836,0,8.83201105,0.00016362,0.31870692,0.388263449,0.752891921,0.000452933,23306247.18,0.034714257,0.066703712,0.428989186,-0.090736689,-4890479.511,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2019,2.327464194,0,8.82696448,1.93765E-06,0.294093155,0.309112558,0.311414264,0.00050468,1042796.65,0.001385533,0.046470196,0.418322219,-0.256935866,19446285.16,0,0,0,0,0,3.871436941,3.309934203,2.405517161
105,GMDC.NS,Gujarat Mineral Development Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2018,2.11062536,0,8.87658279,0,0.207940065,0.276614633,0.354692305,0,4519601.041,0.00545947,0.044619488,0.402515408,-0.145352036,31778317.43,0,0,0,0,0,6.453851345,3.293639741,3.884240272
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2024,6.38409754,81.26818832,9.362131813,0.203565105,0.464255154,0.904235466,0.05047335,0.005335559,6100643.651,0.002749198,0.098164444,0.143736793,-0.006018225,216770041,7,54.54545455,TRUE,96.89971086,62.44173946,6.48422363,3.430826821,3.2018101
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2023,6.641389847,82.53980893,9.34616963,0.174211676,0.62854527,0.947945847,0.056009116,0.004848104,5418116.377,0.002543907,0.094080633,0.129919674,0.043473198,-67252549.49,4,41.66666667,TRUE,94.84859459,68.57436646,9.19075493,3.403141173,2.591949545
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2022,6.915457328,84.12811855,9.328347092,0.064551966,0.505298914,0.888453087,0.093081478,0.002929349,-47870009.74,-0.022520065,0.115672744,0.140459587,0.002045855,207212755.6,4,41.66666667,TRUE,94.30951815,71.99799771,7.609364978,3.370596035,5.897141859
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2021,6.879692159,82.80654084,9.327493881,0.105636151,0.38190402,0.86751796,0.17028107,0.004625618,29879554.26,0.015300207,0.186086643,0.138487151,0.072607306,234961410.5,5,38.46153846,0,79.26612686,71.9257736,9.689592492,3.350173143,8.354907715
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2020,7.508492109,75.84781099,9.290676821,0.13050434,0.323012349,0.853789906,0.107109092,0.005682351,-10766096.5,-0.00542249,0.178369239,0.137300617,0.146200468,237336778.9,4,35.71428571,TRUE,69.36993483,62.6420647,-5.777724707,3.280360375,4.814857919
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2019,7.214821669,78.59586459,9.297859521,0.239016354,0.269525614,0.644111834,0.113780529,0.005720395,-34425816.04,-0.016807089,0.151634876,0.117313554,-0.117605965,188289328.7,4,35.71428571,TRUE,80.66851761,61.12488338,3.871436941,3.309934203,2.405517161
106,GOCP.NS,Godrej Consumer Products Ltd,India,Personal Care Products,2018,6.917295963,74.17066219,9.311391744,0.238675434,0.389315745,0.563767898,0.181996413,0.010862324,-5176351.547,-0.002413612,0.147557876,0.114794694,-0.02350066,338469210.8,4,35.71428571,TRUE,77.85812357,65.97966676,6.453851345,3.293639741,3.884240272
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2024,0.474376043,43.68298126,10.01249351,0.43309238,0.540614193,0.604168817,0.038164924,0.011936136,114223522.5,0.015468414,2.196552539,0.0880241,0.122683303,217465184.3,5,27.27272727,TRUE,34.08098405,25.58284457,6.48422363,3.430826821,3.2018101
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2023,0.669792358,38.17881025,9.868309752,0.471108822,0.498276542,0.642159797,0.03697966,0.009915643,34557888.42,0.006456561,1.495924295,0.118187372,-0.052528382,71404919.02,4,25,TRUE,20.91107798,28.8526393,9.19075493,3.403141173,2.591949545
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2022,0.927828304,37.84567734,9.728545911,0.446672147,0.55239777,0.615018517,0.024223639,0.023678654,118864410.9,0.026503106,0.936297375,0.143668285,0.072114442,172911392.4,4,27.27272727,TRUE,26.18542154,33.65109212,7.609364978,3.370596035,5.897141859
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2021,1.106396137,0,9.651755075,0.426144495,0.53494739,0.559913118,0.024142892,0.006977721,27141791.85,0.006843882,0.815889967,0.155988626,0.45877775,130752528.9,0,0,0,0,0,9.689592492,3.350173143,8.354907715
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2020,1.257517758,0,9.598336027,0.345469164,0.467407874,0.561483942,0.010635268,0.009218059,-6455009.093,-0.002377956,0.576835454,0.162796302,-0.148528088,53276727.24,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2019,1.830757226,0,9.433692971,0.355775677,0.498067543,0.692818888,0.049460541,0.005535645,-17637688.66,-0.006678116,0.279880337,0.207188122,-0.044213695,84231346.16,0,0,0,0,0,3.871436941,3.309934203,2.405517161
107,GODI.NS,Godrej Industries Ltd,India,Industrial Conglomerates,2018,1.861033944,0,9.421787702,0.389475269,0.483658539,0.731702623,0.062812966,0.006088253,135268863.8,0.051823217,0.367613582,0.20479387,0.11899513,135693842.2,0,0,0,0,0,6.453851345,3.293639741,3.884240272
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2024,1.777031721,53.3975747,8.86434587,0.232665783,0.327691851,0.789583927,0.109995652,0.039307893,9948976.009,0.015019921,0.297671722,0.609703288,-0.029934977,58691164.42,6,23.07692308,TRUE,58.35459115,55.99826636,6.48422363,3.430826821,3.2018101
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2023,1.926823085,47.99140448,8.821110727,0.238193858,0.371914163,0.907144083,0.134977642,0.018119422,10743011.4,0.017996418,0.296029248,0.563924135,-0.015489658,48627474.51,7,22.22222222,TRUE,53.61000988,45.79643248,9.19075493,3.403141173,2.591949545
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2022,2.134149531,38.44287257,8.775939975,0.231668911,0.461475878,0.876233479,0.020590008,0.051832742,13004259.98,0.02187157,0.287429224,0.554696809,0.107119729,62876947.42,7,20,TRUE,52.63048156,22.85778538,7.609364978,3.370596035,5.897141859
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2021,2.160505045,27.32819128,8.774205693,0.245144273,0.529775972,0.852175084,0.064025402,0.017640396,18824092.84,0.037074352,0.300710136,0.515150643,0.120540879,54380828.29,6,25,TRUE,42.83784076,3.388429752,9.689592492,3.350173143,8.354907715
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2020,2.534252124,0,8.705640485,0.228684837,0.570887131,0.761664916,0.000964966,0.010961207,-19701792.53,-0.045973698,0.325359467,0.516299773,0.283265249,75127363.71,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2019,2.97966026,0,8.631996305,0.276332999,0.392508185,0.64522368,0.029437944,0.049445924,13659963.1,0.031681375,0.1888379,0.523671684,0.04703332,42010738.99,0,0,0,0,0,3.871436941,3.309934203,2.405517161
108,GRAN.NS,Granules India Ltd,India,Pharmaceuticals,2018,2.974298869,0,8.634645499,0.33229684,0.478618357,0.616842541,0.038649075,0.01621828,-3614989.881,-0.008791635,0.22915434,0.512261914,0.267907925,34172954.61,0,0,0,0,0,6.453851345,3.293639741,3.884240272
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2024,0.369699209,72.02364332,10.76772299,0.372252289,0.143907938,0.26679069,0.032030703,0.002874201,291989467.5,0.005899398,0.127661188,0.306308601,0.105746003,907703920.4,6,20,TRUE,69.36287845,64.63387242,6.48422363,3.430826821,3.2018101
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2023,0.440043065,62.6330783,10.69455949,0.332465593,0.177381098,0.285386358,0.016690713,0.002048,9008998.2,0.000219504,0.124505426,0.282584598,0.097608487,1190839832,7,20,TRUE,61.51065084,55.67215108,9.19075493,3.403141173,2.591949545
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2022,0.532700059,59.8985426,10.61323361,0.305566498,0.172206213,0.269024886,0.024036648,0.001901573,8746348.588,0.000229396,0.122423994,0.285095006,0.135480306,1348369036,6,15.38461538,TRUE,52.52281455,55.51993389,7.609364978,3.370596035,5.897141859
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2021,0.587554869,53.79325392,10.58124098,0.258277558,0.172461663,0.270872209,0.029995437,0.001743051,-98552859.37,-0.002693981,0.134747656,0.294295582,0.207045141,1408478631,7,14.28571429,TRUE,33.45279352,49.68584398,9.689592492,3.350173143,8.354907715
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2020,0.610789774,49.29512262,10.56327465,0.295558123,0.200146054,0.259862224,0.049362,0.001483251,-10201402.85,-0.000314549,0.095585468,0.286763083,0.047258118,922821554.1,7,25,TRUE,34.45518601,45.1893021,-5.777724707,3.280360375,4.814857919
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2019,0.679831295,42.08624458,10.510972,0.346992974,0.273121367,0.248387046,0.048559223,0.003279647,244027186,0.006999845,0.091832919,0.302970858,-0.106176266,872905632.3,4,20,TRUE,33.84751483,35.15115956,3.871436941,3.309934203,2.405517161
109,GRAS.NS,Grasim Industries Ltd,India,Construction Materials,2018,0.63455132,26.95227663,10.5423498,0.35031759,0.255621269,0.266253212,0.024622761,0.000103245,33076033.54,0.001035773,0.132374191,0.278284058,0.273956286,396753396.9,6,7.692307692,TRUE,19.57945589,22.00817995,6.453851345,3.293639741,3.884240272
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2024,5.513857634,36.90661074,8.55355419,0.027332258,0.548464194,0.793438965,0.019308708,0.019301264,2594710.357,0.007808612,0.186279436,0.423458416,0.020741143,43448425.98,6,11.11111111,TRUE,20.39493312,25.37415697,6.48422363,3.430826821,3.2018101
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2023,5.957935824,39.99445602,8.521515053,0.029822254,0.473358794,0.798414275,0.035249317,0.010470739,1138668.266,0.003882034,0.198726061,0.427069894,0.042129093,46065518.9,5,12.5,TRUE,31.87004524,22.83504741,9.19075493,3.403141173,2.591949545
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2022,6.789932827,40.83029392,8.467337924,0.021313988,0.622025959,0.823174292,0.027376715,0.010788846,147626.5823,0.00052871,0.22725362,0.39718124,0.166435703,44002239.53,5,11.11111111,TRUE,28.13371333,24.64797255,7.609364978,3.370596035,5.897141859
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2021,6.963982508,0,8.44594718,0.007121806,0.275416016,0.886710739,0.027434703,0.011796225,2516580.722,0.009870655,0.288628862,0.353812382,0.18409779,38876305.31,0,0,0,0,0,9.689592492,3.350173143,8.354907715
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2020,7.554498278,0,8.406464911,0.006515039,0.548626084,0.871292429,0.044314549,0,911686.2874,0.004305636,0.230199129,0.352039393,0.068072979,32506405.79,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2019,8.921848052,0,8.32580807,0.01401857,0.545089365,0.839379069,0.036903072,0,-29621799.21,-0.141397558,0.184644406,0.398508288,-0.092304991,24409740.75,0,0,0,0,0,3.871436941,3.309934203,2.405517161
110,GRNN.NS,Grindwell Norton Ltd,India,Machinery,2018,8.96084159,0,8.321169524,0,0.546352606,0.82174561,0.059809347,8.45252E-05,-5551329.864,-0.026897679,0.227814121,0.381808295,0.034574691,24388826.25,0,0,0,0,0,6.453851345,3.293639741,3.884240272
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2024,1.372378738,16.23984166,8.927503712,0.023879557,0.211388581,0.84221358,0.015174573,0.012618772,8392042.13,0.010293204,0.396255654,0.232990241,-0.153431283,53619660.62,5,11.11111111,0,18.18285556,8.061393711,6.48422363,3.430826821,3.2018101
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2023,1.443521693,16.30204567,8.911317091,0.026064231,0.225077997,0.869871281,0.033272526,0.000397321,1665266.947,0.002101267,0.42495299,0.226485979,-0.085932105,96560287.94,4,12.5,0,17.87435258,7.615527394,9.19075493,3.403141173,2.591949545
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2022,1.516420748,15.75743772,8.899002606,0.066349983,0.220431656,0.918204202,0.016265255,0,-5518500.487,-0.006649668,0.714646586,0.197632398,-0.029043017,24227117.82,4,14.28571429,0,19.82998988,9.430911997,7.609364978,3.370596035,5.897141859
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2021,1.460013665,0,8.919021132,0.069146006,0.215711252,0.903260636,0.056043164,0,-21280239.89,-0.028142394,0.859223573,0.178371453,0.489707744,66469129.69,0,0,0,0,0,9.689592492,3.350173143,8.354907715
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2020,1.614897036,0,8.878615475,0.040512807,0.230711441,0.901092454,0.258155407,0,-18306739.41,-0.024701581,0.342818097,0.184187258,-0.34819879,-2632046.707,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2019,1.67641987,0,8.869886255,0.074862306,0.316333984,0.916736328,0.191693528,0.032790321,-4849136.501,-0.00485738,0.184112127,0.166337396,-0.638465166,1689830.486,0,0,0,0,0,3.871436941,3.309934203,2.405517161
111,GRPH.NS,Graphite India Ltd,India,Electrical Equipment,2018,1.229408818,0,8.999262367,0.052067255,0.291153349,0.924772447,0.278309526,0,52016478.75,0.089590823,0.624331162,0.128128683,1.24707745,490832610.6,0,0,0,0,0,6.453851345,3.293639741,3.884240272
112,GRPL.NS,Greenply Industries Ltd,India,Paper & Forest Products,2024,1.918823151,52.31069435,8.358812842,0.264041178,0.338383363,0.65030432,0.01459313,0,-1307606.788,-0.006550087,0.24086644,0.579834922,0.113089543,10734195.44,6,25,TRUE,58.60674149,55.01084339,6.48422363,3.430826821,3.2018101
112,GRPL.NS,Greenply Industries Ltd,India,Paper & Forest Products,2023,2.238716684,42.67149879,8.3002301,0.330005815,0.298176236,0.56417431,0.04090144,0,1670425.915,0.008164173,0.216126807,0.636992186,0.292007562,10226766.65,7,25,TRUE,69.52949496,38.19659443,9.19075493,3.403141173,2.591949545
112,GRPL.NS,Greenply Industries Ltd,India,Paper & Forest Products,2022,2.153420049,0,8.310915033,0.414169051,0.271428225,0.472599486,0.063375535,0,-3635698.637,-0.023814005,0.190482366,0.68444192,-0.016859915,12902677.7,0,0,0,0,0,7.609364978,3.370596035,5.897141859
112,GRPL.NS,Greenply Industries Ltd,India,Paper & Forest Products,2021,2.898677352,0,8.183755439,0.267071387,0.339530528,0.739193618,0.137237092,0,5523811.155,0.04414617,0.208882636,0.530424762,0.29222316,12480099.18,0,0,0,0,0,9.689592492,3.350173143,8.354907715
112,GRPL.NS,Greenply Industries Ltd,India,Paper & Forest Products,2020,3.580423193,0,8.097345793,0.221749624,0.347336105,0.819961695,0.046223987,0,1610429.741,0.012608585,0.142316589,0.499115044,-0.155076485,8328506.775,0,0,0,0,0,-5.777724707,3.280360375,4.814857919
112,GRPL.NS,Greenply Industries Ltd,India,Paper & Forest Products,2019,3.534508804,0,8.106275441,0.289821643,0.553517132,0.876140278,0.009643334,0.005204171,-2632763.862,-0.020533002,0.122953829,0.456475786,-0.076369336,6272244.567,0,0,0,0,0,3.871436941,3.309934203,2.405517161
