"",Identifier,Company Name,Country of Exchange,GICS Industry Name,year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF,ClimateRiskScore, n_years
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2024,1.73367178440,65.58321380615,8.54351234436,0.10800325871,0.49152550101,0.82524371147,0.05594225228,0.01811913773,-508613.21875000000,0.11604403704,0.11734972894,0.22938643396,13.71436595917,24371538.91000000000,8.00000000000,8.33333301544,FALSE,61.38301086426,56.90300750732,6.48422384262,3.43082690239,3.20181012154,1.86895596981,3.00000000000
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2022,3.92475152016,47.91003036499,9.02117061615,0.17171297967,0.20933572948,0.64854675531,0.05076918006,0.13518570364,71573760.00000000000,0.26418471336,0.20555548370,0.31236329675,-1.04867911339,59874634.86000000000,7.00000000000,12.50000000000,TRUE,71.49012756348,20.31138229370,7.60936498642,3.37059593201,5.89714193344,1.85806798935,3.00000000000
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2023,3.04454612732,51.83869934082,9.12446784973,0.12956704199,0.21219535172,0.49393910170,0.05891817063,0.00631638896,-98763048.00000000000,0.09659625590,0.22627571225,0.42006325722,21.63108253479,63492501.50000000000,6.00000000000,12.50000000000,TRUE,69.16834259033,27.50680732727,9.19075489044,3.40314126015,2.59194946289,1.68858265877,3.00000000000
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2024,3.01820731163,54.28847503662,9.13871574402,0.11587382853,0.20290037990,0.49587914348,0.05378380790,0.00330171594,19758924.00000000000,0.09709624201,0.22102792561,0.39839464426,13.17128372192,92162668.23000000000,8.00000000000,22.22222137451,TRUE,64.66749572754,35.05331420898,6.48422384262,3.43082690239,3.20181012154,1.49622035027,3.00000000000
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2022,0.97495269775,16.51627349854,9.27671718597,0.09684515744,0.46760714054,0.70360910892,0.09640776366,0.10540194064,131492208.00000000000,0.33556762338,0.01216292568,0.01376486942,29.79096794128,93138997.08000000000,9.00000000000,11.11111068726,TRUE,3.69273638725,19.48532867432,7.60936498642,3.37059593201,5.89714193344,1.89072549343,3.00000000000
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2023,0.86794269085,26.51442527771,9.32094287872,0.14728271961,0.40211722255,0.60596412420,0.00000000000,0.28559976816,-18995800.00000000000,0.47952592373,0.00273376098,0.04380606487,17.23516464233,111518896.20000000000,8.00000000000,18.18181800842,TRUE,10.68604087830,25.48443031311,9.19075489044,3.40314126015,2.59194946289,2.01931214333,3.00000000000
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2024,0.77782690525,26.13031005859,9.35879611969,0.22022889555,0.37017500401,0.54765653610,0.00000000000,0.24494449794,11709772.00000000000,0.42111560702,0.00465287082,0.10135605931,-14.88742542267,85176126.39000000000,9.00000000000,20.00000000000,TRUE,14.11315536499,22.11954689026,6.48422384262,3.43082690239,3.20181012154,2.47110509872,3.00000000000
196,ITC.NS,ITC Ltd,India,Tobacco,2022,5.46582174301,84.61132049561,10.01924705505,0.00356694707,0.15997825563,0.82135581970,0.03335441649,0.00005915030,16946202.00000000000,0.21483618021,0.13872516155,0.29082211852,8.41104316711,2370584226.00000000000,6.00000000000,12.50000000000,TRUE,68.28920745850,95.60203552246,7.60936498642,3.37059593201,5.89714193344,2.09868073463,3.00000000000
196,ITC.NS,ITC Ltd,India,Tobacco,2023,5.18434095383,82.70855712891,10.04206085205,0.00330766290,0.14909040928,0.79047715664,0.03558917344,0.00151002698,22875824.00000000000,0.15896363556,0.15576040745,0.29264634848,-4.81158494949,2422413917.00000000000,6.00000000000,12.50000000000,TRUE,57.61484527588,96.30646514893,9.19075489044,3.40314126015,2.59194946289,1.25206339359,3.00000000000
196,ITC.NS,ITC Ltd,India,Tobacco,2024,5.59417390823,84.34340667725,10.01321792603,0.00323348609,0.16271993518,0.79366612434,0.02911935188,0.00229990296,22682270.00000000000,0.21762281656,0.17977088690,0.21680364013,7.73520374298,2344818022.00000000000,6.00000000000,18.75000000000,TRUE,63.74824523926,95.85678100586,6.48422384262,3.43082690239,3.20181012154,1.00000000000,3.00000000000
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2022,1.42019510269,27.85681152344,8.26273250580,0.00205430202,0.02112606913,0.43731158972,0.15966422856,0.00000000000,-651351.00000000000,0.11028280854,0.14023974538,0.07346985489,-23.75216293335,-1650036.51400000000,5.00000000000,37.50000000000,TRUE,87.93518829346,3.06159424782,7.60936498642,3.37059593201,5.89714193344,1.69282627106,3.00000000000
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2023,1.36608433723,27.80685615540,8.27038574219,0.00000000000,0.01805861667,0.41689342260,0.12041935325,0.00337942410,-21955.60937500000,0.15897968411,0.13817253709,0.06485325098,-23.19868659973,6340935.81300000000,6.00000000000,37.50000000000,TRUE,88.58742523193,4.67391300201,9.19075489044,3.40314126015,2.59194946289,1.69938230515,3.00000000000
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2024,1.42926037312,26.87033462524,8.23475074768,0.00000000000,0.01671994664,0.39847302437,0.17366489768,0.00000000000,102984.20312500000,0.10684625059,0.14071200788,0.06116787344,9.05182361603,7820947.92300000000,5.00000000000,37.50000000000,TRUE,84.71353149414,4.72642898560,6.48422384262,3.43082690239,3.20181012154,1.69938230515,3.00000000000
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2022,0.30818876624,51.85096359253,9.12686824799,0.36047887802,0.38301593065,0.72385430336,0.02656667121,0.00051811099,-22160296.00000000000,0.00981178042,0.21591340005,0.36511108279,12.52356433868,-14700219.08000000000,6.00000000000,16.66666603088,TRUE,56.07612609863,32.36324691772,7.60936498642,3.37059593201,5.89714193344,1.97187888622,3.00000000000
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2023,0.29839706421,54.78213500977,9.12822246552,0.36082309484,0.35525524616,0.69110518694,0.02178087085,0.00007787330,-3617156.50000000000,0.00918066502,0.22215214372,0.36412164569,5.13052845001,10919016.20000000000,7.00000000000,16.66666603088,TRUE,72.14688873291,32.11547470093,9.19075489044,3.40314126015,2.59194946289,2.99462008476,3.00000000000
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2024,0.29299193621,65.12066650391,9.12706565857,0.34925457835,0.35853028297,0.70420992374,0.00000000000,0.00882938411,-837916.93750000000,0.05334414542,0.16164086759,0.37090834975,-8.01595783234,3006436.51300000000,6.00000000000,15.38461494446,TRUE,65.83388519287,66.11409759521,6.48422384262,3.43082690239,3.20181012154,2.84235382080,3.00000000000
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2022,0.70302903652,28.89348030090,9.32356452942,0.27506449819,0.14929330349,0.37656468153,0.02267555334,0.00000116000,-405306.71875000000,0.00960170571,0.07254751772,0.78660601377,15.59753990173,6745374.87800000000,6.00000000000,16.66666603088,TRUE,67.79122161865,11.08588886261,7.60936498642,3.37059593201,5.89714193344,1.46022069454,3.00000000000
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2023,0.70484584570,27.85339546204,9.31722259521,0.24538946152,0.10331399739,0.30633658171,0.01736338437,0.00000000000,-3307738.50000000000,0.05451931059,0.05902525783,0.75506997108,15.19970607758,122609478.10000000000,4.00000000000,16.66666603088,TRUE,60.94102096558,12.10439395905,9.19075489044,3.40314126015,2.59194946289,1.88525402546,3.00000000000
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2024,0.67837053537,37.29772567749,9.31835651398,0.21243308485,0.08897366375,0.28748819232,0.05873171240,0.04495771974,100819192.00000000000,0.08801342547,0.06127204001,0.71735900640,-21.21653366089,95207723.82000000000,5.00000000000,20.00000000000,TRUE,72.16584777832,20.61065673828,6.48422384262,3.43082690239,3.20181012154,2.28996992111,3.00000000000
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2022,0.91755419970,25.70953750610,8.86734676361,0.56396794319,0.65498393774,0.99230641127,0.01816168614,0.03479864448,-13371616.00000000000,0.04168449715,0.21204155684,0.59091961384,-1.65917122364,27613644.11000000000,6.00000000000,8.33333301544,TRUE,40.03276062012,24.97876930237,7.60936498642,3.37059593201,5.89714193344,1.71167635918,3.00000000000
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2023,0.90624207258,35.51345825195,8.86445808411,0.53024953604,0.12236364931,0.19453746080,0.11983688176,0.00000000000,2093017.37500000000,0.01456840429,0.28555887938,0.57136267424,-7.78863143921,25192897.42000000000,4.00000000000,8.33333301544,TRUE,61.49338912964,28.97236251831,9.19075489044,3.40314126015,2.59194946289,1.63063418865,3.00000000000
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2024,0.97021895647,34.79469680786,8.82731056213,0.47907948494,0.16203407943,0.27639412880,0.16745837033,0.00000000000,7762785.50000000000,0.02491052635,0.24564409256,0.60049641132,-1.36961281300,13186495.03000000000,6.00000000000,8.33333301544,TRUE,35.62279891968,31.42993545532,6.48422384262,3.43082690239,3.20181012154,1.56172156334,3.00000000000
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2022,7.23975849152,33.21072006226,8.63604164124,0.16107682884,0.15601280332,0.51647859812,0.09022033215,0.00757253217,2481779.50000000000,0.09538114071,0.12495550513,0.16219560802,20.01201438904,49903274.10000000000,10.00000000000,16.66666603088,TRUE,20.88468551636,28.76579284668,7.60936498642,3.37059593201,5.89714193344,1.55981957912,3.00000000000
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2023,6.52124309540,28.97640800476,8.68051624298,0.09455280006,0.21737568080,0.81082171202,0.07453531027,0.00588403922,1353413.37500000000,0.12748719752,0.12863716483,0.15895394981,9.05465888977,66302075.58000000000,9.00000000000,16.66666603088,TRUE,14.66858291626,19.90971755981,9.19075489044,3.40314126015,2.59194946289,2.15701460838,3.00000000000
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2024,6.13768291473,37.83666229248,8.69910049438,0.00652579311,0.14795781672,0.75236862898,0.12507687509,0.00842345692,3145219.50000000000,0.10991899669,0.12816046178,0.15364472568,9.68712329865,77189210.06000000000,6.00000000000,16.66666603088,TRUE,15.57069206238,27.06077194214,6.48422384262,3.43082690239,3.20181012154,2.12154674530,3.00000000000
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2022,4.01508951187,16.48654937744,8.63407516479,0.48143503070,0.49088692665,0.69243574142,0.01671828702,0.00000000000,-283471.28125000000,0.02019849792,0.13076040149,0.44927421212,11.60322093964,15230221.52000000000,5.00000000000,14.28571414948,TRUE,23.23719787598,4.45237588882,7.60936498642,3.37059593201,5.89714193344,2.22433400154,3.00000000000
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2023,2.94528222084,14.08771610260,8.76616001129,0.43718954921,0.57970440388,0.76279342175,0.01371885277,0.00000000000,1158380.37500000000,0.02073107474,0.15862312913,0.32901370525,28.00981903076,23242363.53000000000,5.00000000000,14.28571414948,TRUE,21.49458503723,7.81273841858,9.19075489044,3.40314126015,2.59194946289,1.99430835247,3.00000000000
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2024,2.43721914291,29.54699325562,8.83542156219,0.44964221120,0.52904099226,0.68786138296,0.01638893224,0.00854745414,7259227.50000000000,0.04121338576,0.10883404315,0.26566320658,6.55770063400,25117764.77000000000,4.00000000000,14.28571414948,TRUE,33.10553741455,28.46595191956,6.48422384262,3.43082690239,3.20181012154,1.72271537781,3.00000000000
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2022,2.48301362991,39.67193984985,8.33785057068,0.10791741312,0.56149816513,0.88920861483,0.00690039713,0.00840885844,-1032132.43750000000,0.01131406706,0.48761314154,0.21662315726,2.02698802948,-9997565.72500000000,4.00000000000,16.66666603088,TRUE,41.10558700562,39.04687118530,7.60936498642,3.37059593201,5.89714193344,2.10283994675,3.00000000000
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2023,2.74353528023,43.50976181030,8.29847431183,0.02901244350,0.58426159620,0.90132647753,0.00347017800,0.04131014645,5980804.00000000000,0.03958124295,0.39644104242,0.22686788440,-20.68131446838,-9083383.32300000000,6.00000000000,14.28571414948,TRUE,27.74114799500,62.88557815552,9.19075489044,3.40314126015,2.59194946289,2.00035023689,3.00000000000
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2024,2.54752659798,46.35581207275,8.32336044312,0.02336633019,0.59644168615,0.92653191090,0.00151896395,0.07544589788,7671152.50000000000,0.08085469902,0.43203809857,0.18871480227,40.13227081299,6884727.91100000000,5.00000000000,16.66666603088,TRUE,29.27372550964,69.01217651367,6.48422384262,3.43082690239,3.20181012154,2.72905087471,3.00000000000
204,JINW.NS,Jindal Worldwide Ltd,India,"Textiles, Apparel & Luxury Goods",2022,2.03012013435,14.78372192383,8.30997085571,0.49921500683,0.44046217203,0.71911770105,0.01720848680,0.00000000000,402263.87500000000,0.23186489940,0.22655139863,0.22281728685,-25.27504348755,14084189.39000000000,7.00000000000,25.00000000000,TRUE,22.03682899475,19.27542495728,7.60936498642,3.37059593201,5.89714193344,1.20836150646,3.00000000000
204,JINW.NS,Jindal Worldwide Ltd,India,"Textiles, Apparel & Luxury Goods",2023,1.96944463253,26.10068130493,8.31980705261,0.50732773542,0.46203553677,0.78725332022,0.00534948986,0.00000000000,-1009202.18750000000,0.18056295812,0.25748667121,0.20950913429,-13.61464309692,9075920.81600000000,5.00000000000,11.11111068726,TRUE,23.96404838562,15.89544391632,9.19075489044,3.40314126015,2.59194946289,1.69956099987,3.00000000000
204,JINW.NS,Jindal Worldwide Ltd,India,"Textiles, Apparel & Luxury Goods",2024,1.90444910526,30.46277999878,8.32261562347,0.44308131933,0.46562778950,0.83136463165,0.03292195499,0.00000000000,2718619.00000000000,0.17222914100,0.23633037508,0.19681057334,23.02815818787,8878174.37100000000,4.00000000000,25.00000000000,TRUE,48.62512588501,18.57909011841,6.48422384262,3.43082690239,3.20181012154,1.24803209305,3.00000000000
205,JKCE.NS,J K Cement Ltd,India,Construction Materials,2022,3.74346756935,59.38818359375,9.20870304108,0.39835619926,0.22181521356,0.34272184968,0.03136369213,0.01211232226,18755550.00000000000,0.11086904258,0.08661170304,0.65910744667,12.37591171265,50672565.73000000000,6.00000000000,13.33333301544,TRUE,62.01958465576,49.40507507324,7.60936498642,3.37059593201,5.89714193344,2.00672817230,3.00000000000
205,JKCE.NS,J K Cement Ltd,India,Construction Materials,2023,3.45224976540,63.97610855103,9.24941730499,0.37490829825,0.22970254719,0.36037036777,0.00007058660,0.00698009087,-9928014.00000000000,0.11791301519,0.08668027073,0.63336825371,17.18909263611,94772645.47000000000,4.00000000000,13.33333301544,TRUE,79.97537994385,53.68313980103,9.19075489044,3.40314126015,2.59194946289,2.25703501701,3.00000000000
205,JKCE.NS,J K Cement Ltd,India,Construction Materials,2024,3.13231682777,66.23965454102,9.29052448273,0.36137109995,0.23426540196,0.36892935634,0.00005885500,0.01394714508,14381510.00000000000,0.13696044683,0.08515215665,0.62744706869,0.27008202672,102067876.00000000000,6.00000000000,21.42857170105,TRUE,80.18010711670,52.46518325806,6.48422384262,3.43082690239,3.20181012154,2.49344873428,3.00000000000
206,JKIN.NS,JK Tyre & Industries Ltd,India,Automobile Components,2022,0.67297136784,35.73843383789,9.18045902252,0.39220198989,0.42260873318,0.58115750551,0.03291280568,0.00000000000,9627556.00000000000,0.01935877465,0.17719398439,0.51406908035,12.90491390228,32222492.70000000000,4.00000000000,16.66666603088,TRUE,39.26796722412,38.92388153076,7.60936498642,3.37059593201,5.89714193344,1.88179647923,3.00000000000
206,JKIN.NS,JK Tyre & Industries Ltd,India,Automobile Components,2023,0.60369962454,30.19753456116,9.22814369202,0.32704126835,0.40340515971,0.59179019928,0.03013125621,0.00000000000,-219556.09375000000,0.05978526548,0.16569808125,0.49154174328,0.97410720587,97358128.37000000000,4.00000000000,16.66666603088,TRUE,23.25799942017,33.76486206055,9.19075489044,3.40314126015,2.59194946289,1.95456349850,3.00000000000
206,JKIN.NS,JK Tyre & Industries Ltd,India,Automobile Components,2024,0.59033280611,28.21672058105,9.23022079468,0.33825978637,0.39945670962,0.59985166788,0.03216223046,0.00000000000,1779988.25000000000,0.04884356633,0.17588971555,0.47807577252,-4.46580266953,60361614.98000000000,4.00000000000,18.18181800842,TRUE,27.17826461792,31.48200607300,6.48422384262,3.43082690239,3.20181012154,2.15719771385,3.00000000000
207,JKIP.NS,J Kumar Infraprojects Ltd,India,Construction & Engineering,2022,1.06176507473,27.35785293579,8.72440528870,0.12564484775,0.41702565551,0.90100497007,0.03571226075,0.00000000000,-5418172.00000000000,0.01805770770,0.10039834678,0.23689308763,10.08635139465,33397200.58000000000,5.00000000000,16.66666603088,TRUE,29.65725898743,20.71348381042,7.60936498642,3.37059593201,5.89714193344,2.51620984077,3.00000000000
207,JKIP.NS,J Kumar Infraprojects Ltd,India,Construction & Engineering,2023,0.99185758829,32.40081787109,8.75212478638,0.12581366301,0.37510144711,0.85515868664,0.05840200931,0.00000000000,4596580.50000000000,0.02568658069,0.11522737890,0.22969590127,14.42730236053,39423239.35000000000,7.00000000000,16.66666603088,TRUE,26.57354736328,27.45099258423,9.19075489044,3.40314126015,2.59194946289,3.26869535446,3.00000000000
207,JKIP.NS,J Kumar Infraprojects Ltd,India,Construction & Engineering,2024,0.83407205343,39.33722686768,8.82151412964,0.12434454262,0.39986264706,0.85238921642,0.02990319766,0.13650777936,-4147606.75000000000,0.20866522193,0.08915289491,0.20806790888,13.82112789154,45781989.47000000000,8.00000000000,12.50000000000,TRUE,28.01739120483,39.68531417847,6.48422384262,3.43082690239,3.20181012154,2.17422437668,3.00000000000
208,JKLC.NS,JK Lakshmi Cement Ltd,India,Construction Materials,2022,1.56572401524,31.97482681274,8.90097236633,0.28738400340,0.25081679225,0.43900540471,0.03226966783,0.01370315440,8387293.00000000000,0.13227643073,0.12866868079,0.64579880238,9.96629333496,44925754.63000000000,4.00000000000,20.00000000000,TRUE,35.10664749146,24.11646270752,7.60936498642,3.37059593201,5.89714193344,1.98475754261,3.00000000000
208,JKLC.NS,JK Lakshmi Cement Ltd,India,Construction Materials,2023,1.36145365238,44.61421203613,8.96275806427,0.27241948247,0.26627835631,0.45638853312,0.04009248689,0.00588232186,-1952009.62500000000,0.09605660290,0.12957318127,0.65537434816,3.72084069252,58532693.46000000000,4.00000000000,25.00000000000,TRUE,57.98770141602,35.54764938354,9.19075489044,3.40314126015,2.59194946289,1.83975458145,3.00000000000
208,JKLC.NS,JK Lakshmi Cement Ltd,India,Construction Materials,2024,1.25294768810,45.93952560425,8.99664020538,0.30827537179,0.23830954731,0.40349447727,0.00000000000,0.02322169580,-5928613.00000000000,0.10294815898,0.10199501365,0.63499248028,-11.01924896240,35341135.17000000000,4.00000000000,25.00000000000,TRUE,60.47019577026,36.71383666992,6.48422384262,3.43082690239,3.20181012154,1.62223029137,3.00000000000
209,JSTL.NS,JSW Steel Ltd,India,Metals & Mining,2022,1.14679026604,57.81425094604,10.40978240967,0.38304796815,0.33145567775,0.48123234510,0.03300315887,0.06213342771,805258048.00000000000,0.09442063421,0.16781000793,0.58897185326,4.74607133865,503773125.60000000000,5.00000000000,25.00000000000,TRUE,32.73433685303,60.99468231201,7.60936498642,3.37059593201,5.89714193344,1.95952343941,3.00000000000
209,JSTL.NS,JSW Steel Ltd,India,Metals & Mining,2023,1.07618021965,60.54199218750,10.43740653992,0.38555991650,0.28950735927,0.43888553977,0.04398698360,0.01119203493,-887102592.00000000000,0.03315194696,0.17234157026,0.60831385851,3.94517588615,1076544691.00000000000,5.00000000000,30.76922988892,TRUE,34.40531539917,73.22590637207,9.19075489044,3.40314126015,2.59194946289,1.80679082870,3.00000000000
209,JSTL.NS,JSW Steel Ltd,India,Metals & Mining,2024,1.03492081165,65.58927154541,10.44983959198,0.41019847989,0.25182977319,0.37598451972,0.04921980575,0.03348397836,424224704.00000000000,0.07546994090,0.15145258605,0.59037894011,-5.90321493149,408543007.60000000000,6.00000000000,27.27272796631,TRUE,35.04888153076,78.13179016113,6.48422384262,3.43082690239,3.20181012154,2.40115976334,3.00000000000
210,JUBA.NS,Jubilant Pharmova Ltd,India,Pharmaceuticals,2022,1.44663119316,40.59312438965,9.13287353516,0.32955807447,0.15886510909,0.30784919858,0.56011956930,0.00161571801,3663583.25000000000,0.09346394241,0.12741246819,0.30162450671,-5.33348512650,-7896908.47100000000,5.00000000000,8.33333301544,TRUE,17.95717048645,62.84726333618,7.60936498642,3.37059593201,5.89714193344,1.59095692635,3.00000000000
210,JUBA.NS,Jubilant Pharmova Ltd,India,Pharmaceuticals,2023,1.40600836277,37.64284133911,9.14161968231,0.31727063656,0.16357102990,0.30893272161,0.47813656926,0.00439018104,-6898620.50000000000,0.08427989483,0.11289777607,0.31927090883,5.18127679825,8722255.54900000000,5.00000000000,7.69230747223,TRUE,12.98052692413,61.62885284424,9.19075489044,3.40314126015,2.59194946289,1.66495621204,3.00000000000
210,JUBA.NS,Jubilant Pharmova Ltd,India,Pharmaceuticals,2024,1.26229047775,38.71419906616,9.17401599884,0.21408861876,0.16968737543,0.33293855190,0.49274691939,0.00153648399,15435927.00000000000,0.09174402058,0.09004107863,0.40514564514,5.27840995789,97870099.47000000000,5.00000000000,7.69230747223,TRUE,16.70957756042,56.51242065430,6.48422384262,3.43082690239,3.20181012154,1.90793716908,3.00000000000
212,JUWL.NS,Jupiter Wagons Ltd,India,Machinery,2022,8.33217811584,28.50930404663,8.29860019684,0.17630033195,0.47546127439,0.93531525135,0.00027351599,0.06140631810,9303067.00000000000,0.08662094176,0.37735241652,0.28255259991,62.14966583252,14687816.46000000000,6.00000000000,25.00000000000,TRUE,42.66932678223,19.48580169678,7.60936498642,3.37059593201,5.89714193344,2.18266177177,3.00000000000
212,JUWL.NS,Jupiter Wagons Ltd,India,Machinery,2023,4.61886167526,26.44790649414,8.54743957520,0.11870849133,0.42674088478,0.94771516323,0.00029013000,0.04003925249,645818.81250000000,0.10340356827,0.37014067173,0.24001723528,73.65965270996,39714145.17000000000,12.00000000000,10.00000000000,TRUE,32.34751129150,21.53855514526,9.19075489044,3.40314126015,2.59194946289,2.84124207497,3.00000000000
212,JUWL.NS,Jupiter Wagons Ltd,India,Machinery,2024,3.41282272339,26.78958511353,8.67025184631,0.12543380260,0.29022184014,0.93237692118,0.00000000000,0.14843164384,37240388.00000000000,0.25080034137,0.19239252806,0.20733548701,6.09664630890,44502118.20000000000,9.00000000000,11.11111068726,TRUE,28.41861343384,23.13970375061,6.48422384262,3.43082690239,3.20181012154,2.17885565758,3.00000000000
213,JYOI.NS,Jyothy Labs Ltd,India,Household Products,2022,5.70843505859,35.09353256226,8.39956760406,0.02257138491,0.19707547128,0.79246127605,0.26002719998,0.00000000000,3607083.75000000000,0.12687475979,0.15244939923,0.16460774839,4.55965518951,29177945.47000000000,5.00000000000,42.85714340210,TRUE,33.37275314331,35.58495330811,7.60936498642,3.37059593201,5.89714193344,2.00887823105,3.00000000000
213,JYOI.NS,Jyothy Labs Ltd,India,Household Products,2023,5.05275726318,44.13634872437,8.45947360992,0.02105850540,0.20014744997,0.81087374687,0.17561493814,0.00000000000,-2550689.75000000000,0.29161292315,0.11962031573,0.14446485043,9.31425189972,44307138.57000000000,7.00000000000,42.85714340210,TRUE,64.53574371338,38.43676757813,9.19075489044,3.40314126015,2.59194946289,1.59669220448,3.00000000000
213,JYOI.NS,Jyothy Labs Ltd,India,Household Products,2024,4.54549121857,54.57516479492,8.49816608429,0.02277406678,0.18982228637,0.79649758339,0.15110519528,0.00000000000,-843768.31250000000,0.30392602086,0.12689256668,0.13793769479,0.72846460342,43344645.99000000000,7.00000000000,28.57142829895,TRUE,77.12886810303,45.90873336792,6.48422384262,3.43082690239,3.20181012154,2.31860756874,3.00000000000
214,KANE.NS,Kansai Nerolac Paints Ltd,India,Chemicals,2022,2.80586338043,53.37921905518,8.88511848450,0.04551595449,0.23890960217,0.84993737936,0.06611356139,0.00079284998,5932327.00000000000,0.10074985027,0.27418828011,0.34627741575,9.40138053894,57019230.77000000000,7.00000000000,12.50000000000,TRUE,30.83949470520,57.42458343506,7.60936498642,3.37059593201,5.89714193344,1.79700958729,3.00000000000
214,KANE.NS,Kansai Nerolac Paints Ltd,India,Chemicals,2023,2.43538379669,61.40211486816,8.94889640808,0.03730505332,0.20521153510,0.83219861984,0.11326748133,0.00000000000,7727654.50000000000,0.24707625806,0.22773599625,0.31014803052,1.95324122906,141074985.00000000000,8.00000000000,14.28571414948,TRUE,33.74748611450,68.77375030518,9.19075489044,3.40314126015,2.59194946289,2.41883206367,3.00000000000
214,KANE.NS,Kansai Nerolac Paints Ltd,India,Chemicals,2024,2.24626374245,68.73082733154,8.98300266266,0.03607020900,0.17653580010,0.80864274502,0.00000000000,0.01143965591,-8470451.00000000000,0.28086698055,0.20263648033,0.29870280623,-2.18838524818,129822118.20000000000,6.00000000000,12.50000000000,TRUE,43.53697586060,82.94696044922,6.48422384262,3.43082690239,3.20181012154,2.47661280632,3.00000000000
215,KAPT.NS,Kalpataru Projects International Ltd,India,Construction & Engineering,2022,1.06679296494,35.22959136963,9.37717151642,0.19335983694,0.64348685741,0.84790205956,0.07514908910,0.00048772100,-12688656.00000000000,0.05318635330,0.08048373461,0.10925062001,2.28535079956,52947906.52000000000,8.00000000000,11.11111068726,TRUE,47.00876998901,26.78691673279,7.60936498642,3.37059593201,5.89714193344,1.71065735817,3.00000000000
215,KAPT.NS,Kalpataru Projects International Ltd,India,Construction & Engineering,2023,0.94996106625,64.35964202881,9.42226123810,0.18187914789,0.67101484537,0.87502217293,0.06815087795,0.00006988020,6322735.50000000000,0.05126039684,0.08981559426,0.09676958621,18.24277496338,61895620.88000000000,6.00000000000,10.00000000000,TRUE,83.02483367920,77.21955108643,9.19075489044,3.40314126015,2.59194946289,2.24953866005,3.00000000000
215,KAPT.NS,Kalpataru Projects International Ltd,India,Construction & Engineering,2024,0.82237267494,61.15716552734,9.47625827789,0.16860125959,0.66226315498,0.88844913244,0.06695822626,0.01826095767,69660624.00000000000,0.07783490419,0.08357655257,0.09270019084,10.90836429596,66386190.75000000000,5.00000000000,11.11111068726,TRUE,74.13498687744,69.02725219727,6.48422384262,3.43082690239,3.20181012154,2.36452794075,3.00000000000
216,KECL.NS,KEC International Ltd,India,Construction & Engineering,2022,1.19547069073,48.80882263184,9.32284832001,0.19581285119,0.74190425873,0.94905596972,0.01868935861,0.00197296194,8949611.00000000000,0.01582084969,0.07497023791,0.07484696060,16.17639732361,21425267.77000000000,6.00000000000,9.09090900421,TRUE,71.50756835938,26.50793647766,7.60936498642,3.37059593201,5.89714193344,2.88504838943,3.00000000000
216,KECL.NS,KEC International Ltd,India,Construction & Engineering,2023,1.09774792194,54.14525222778,9.35856628418,0.20939160883,0.76240986586,0.97147852182,0.00834885240,0.00433282321,-9125375.00000000000,0.01164137758,0.07662834227,0.07095510513,13.58744335175,41605278.94000000000,5.00000000000,9.09090900421,TRUE,68.61135101318,37.10417175293,9.19075489044,3.40314126015,2.59194946289,2.74486589432,3.00000000000
