Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
611,DCPJ.J,Dis-Chem Pharmacies Ltd,South Africa,Consumer Staples Distribution & Retail,2020,1.9066427,10.3613995,8.9414013,0.3393944,0.5148236,0.6605040,0.0794977,0.0000000,-10896797.1058665,0.0529055,0.4315711,0.2817772,13.6969872,45562129.7854578,0.0000000,20.0000000,TRUE,7.5277778,5.2010804,-6.1689177,3.7466812,5.3913943
611,DCPJ.J,Dis-Chem Pharmacies Ltd,South Africa,Consumer Staples Distribution & Retail,2019,2.4793986,18.9326136,8.8299133,0.3494153,0.4877098,0.6195905,0.0875123,0.0000000,49886348.3996195,0.0386067,0.4257029,0.2923831,0.6597847,40109884.4967724,4.0000000,22.2222222,TRUE,32.2047244,5.8985944,0.2599356,3.8151599,4.6135247
611,DCPJ.J,Dis-Chem Pharmacies Ltd,South Africa,Consumer Staples Distribution & Retail,2018,2.2544317,0.0000000,8.8734812,0.3733315,0.5436029,0.6622968,0.0310224,0.0000000,-32211126.6575282,0.0168394,0.4862058,0.2846340,-7.9341167,53050846.2538264,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.5567838,3.8397406,3.9932951
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2024,0.3860298,52.4139309,8.9663147,0.3709523,0.0818409,0.1980623,0.0000000,0.0240766,12403951.2216443,0.0270159,0.0370963,0.0043582,-7.6506425,129687267.8001660,6.0000000,22.2222222,TRUE,62.3646724,61.3864354,0.5798537,3.7961142,3.8432984
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2023,0.4324493,61.5015837,8.9162902,0.4160419,0.1618140,0.3480658,0.0000000,0.0115839,2944443.8572199,0.0104570,0.1549104,0.0049580,37.2816829,27738750.8323908,4.0000000,27.2727273,TRUE,76.7528736,69.4936701,0.6984852,3.7797799,4.8042714
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2022,0.3963026,61.2315350,8.9607361,0.4285696,0.1807974,0.3643011,0.0000000,0.0076982,3277166.3020309,0.0081325,0.0505729,0.0047879,-18.5964324,47024965.8329724,7.0000000,25.0000000,TRUE,71.3276836,70.6661316,1.9114800,3.8144747,4.9924714
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2021,0.4114041,56.5366715,8.9369014,0.3963835,0.1300645,0.2947386,0.0000000,0.0047455,-1851892.8220256,0.0044085,0.0470428,0.0055439,-13.4687540,59610558.0137660,5.0000000,25.0000000,TRUE,76.7226891,58.3843329,4.9550326,3.8352719,6.5386906
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2020,0.3759157,40.6501011,8.9688920,0.3923043,0.0902438,0.2020223,0.0000000,0.0072967,130645.6586952,0.0084860,0.0168883,0.0031897,19.3960725,32548361.3221565,5.0000000,16.6666667,TRUE,33.6388889,61.1040720,-6.1689177,3.7466812,5.3913943
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2019,0.4394868,40.5501560,8.9033151,0.3764177,0.1597294,0.3444731,0.0000000,0.0068557,1259569.3089314,0.0052164,0.0000000,0.0031067,-27.7011550,-42212458.8649616,4.0000000,23.0769231,TRUE,50.5774278,47.6612184,0.2599356,3.8151599,4.6135247
612,EMIJ.J,Emira Property Fund Ltd,South Africa,Diversified REITs,2018,0.3251625,44.8548255,9.0219986,0.3559291,0.1100495,0.2797576,0.0000000,0.0049465,-2574023.1502206,0.0047068,0.0093384,0.0001992,-7.1502798,63000433.4448921,4.0000000,16.6666667,TRUE,54.9066667,50.9401234,1.5567838,3.8397406,3.9932951
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2024,0.4764955,44.4584304,9.2140638,0.3850026,0.0773079,0.1407934,0.6467846,0.0000000,55417352.2932534,0.0541317,0.0000000,0.0013212,76.3957948,75992581.8329948,0.0000000,27.2727273,TRUE,21.1111111,56.5698640,0.5798537,3.7961142,3.8432984
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2023,0.4962993,47.6947475,9.1969007,0.3973376,0.1174708,0.2108286,0.1389312,0.0000000,12264905.4206736,0.0209499,0.0000000,0.0007391,-26.1291167,79278718.7404002,3.0000000,33.3333333,TRUE,32.8448276,52.2230453,0.6984852,3.7797799,4.8042714
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2022,0.5059544,59.7669575,9.1919286,0.3926856,0.1482843,0.2703343,0.0608796,0.0000000,-17028508.8316884,0.0115561,0.0000000,0.0009479,59.3280236,-5710322.8021604,3.0000000,38.4615385,TRUE,58.1638418,58.6503062,1.9114800,3.8144747,4.9924714
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2021,0.4408284,33.1531103,9.2566777,0.3244603,0.0608342,0.1269939,0.0619301,0.0000000,-2745387.7901754,0.0317866,0.0000000,0.0005799,39.9219761,153398778.7571450,0.0000000,33.3333333,TRUE,13.6694678,27.5919906,4.9550326,3.8352719,6.5386906
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2020,0.5636833,45.3655593,9.1404919,0.3273854,0.0858271,0.1787606,0.3420546,0.0000000,37010985.5160807,0.0430364,0.0000000,0.0008591,23.7893058,32469620.8738057,0.0000000,27.2727273,TRUE,45.3333333,30.3359221,-6.1689177,3.7466812,5.3913943
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2019,0.8105042,0.0000000,8.9870798,0.3157194,0.0373837,0.1038395,0.0945283,0.0000000,1113849.5329430,0.0051796,0.0000000,0.0010129,16.5964873,44135896.6664326,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2599356,3.8151599,4.6135247
613,EQUJ.J,Equites Property Fund Ltd,South Africa,Industrial REITs,2018,0.8994320,0.0000000,8.9391443,0.2704949,0.0254620,0.0837927,0.0000000,0.0029643,1311533.6264267,0.0038049,0.0000000,0.0008470,11.8131244,50850515.2808654,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.5567838,3.8397406,3.9932951
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2024,0.7486055,66.6249088,9.7010982,0.0913256,0.0613941,0.1427730,1.6330181,0.0456839,40900554.8894995,0.2156028,0.0256240,0.3970818,2.0647674,534200502.9017640,7.0000000,50.0000000,TRUE,30.7407407,83.1135779,0.5798537,3.7961142,3.8432984
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2023,0.7655909,70.3822758,9.7057722,0.1009542,0.0669977,0.1532002,1.7154798,0.0303810,276060867.9480590,0.2169357,0.0244470,0.4042260,-22.3764238,804224874.4680620,7.0000000,53.3333333,TRUE,44.9137931,80.9375392,0.6984852,3.7797799,4.8042714
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2022,0.7550652,74.8171552,9.6995978,0.1124082,0.0609783,0.1354694,1.0670262,0.0449116,456999364.8702690,0.1839774,0.0202948,0.4439251,33.0706322,1058843593.4228800,7.0000000,43.7500000,TRUE,49.4067797,87.6228893,1.9114800,3.8144747,4.9924714
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2021,0.7811945,63.4619297,9.6752879,0.1421081,0.0631034,0.1321094,0.0000000,0.0930042,240993990.7829490,0.0822795,0.0212106,0.5118005,4.0597060,905509595.3627100,0.0000000,35.7142857,TRUE,24.4537815,80.0388091,4.9550326,3.8352719,6.5386906
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2020,0.6484919,62.9528089,9.7284989,0.1800117,0.1303208,0.2572254,0.0000000,0.0406585,99946894.7017252,0.0442325,0.0231662,0.4942116,7.1178622,609349255.8449870,0.0000000,18.1818182,TRUE,31.3055556,76.5162384,-6.1689177,3.7466812,5.3913943
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2019,0.6558219,62.1140933,9.6919083,0.1235474,0.0752324,0.1520373,0.0000000,0.0391488,83609052.6451189,0.0424765,0.0262783,0.4942475,3.4720403,568613018.7155650,0.0000000,30.7692308,TRUE,26.4829396,79.8475610,0.2599356,3.8151599,4.6135247
614,EXXJ.J,Exxaro Resources Ltd,South Africa,"Oil, Gas & Consumable Fuels",2018,0.7133776,63.8330527,9.6564771,0.0914220,0.1048885,0.2940441,0.0000000,0.0319754,-422936719.8009380,0.0287037,0.0246580,0.4435819,-3.7587184,482529813.9719670,0.0000000,35.7142857,TRUE,33.0933333,78.3979150,1.5567838,3.8397406,3.9932951
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2024,1.6682669,50.8370619,8.2902299,0.3951195,0.3091027,0.4565759,0.0000000,0.1212826,4753522.8253354,0.1279147,0.1527371,0.2644827,6.2648058,31332054.0925877,5.0000000,36.3636364,TRUE,35.6980057,68.7030327,0.5798537,3.7961142,3.8432984
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2023,1.7834738,43.3291037,8.2671079,0.4287394,0.2995756,0.4092165,0.0000000,0.0992933,6248691.8218691,0.0981742,0.1612636,0.2600899,2.9778689,25184967.2760217,5.0000000,27.2727273,TRUE,27.1551724,55.2278169,0.6984852,3.7797799,4.8042714
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2022,1.7804701,51.3811319,8.2720305,0.4535779,0.3077473,0.4080593,0.0000000,0.0905800,-5488018.2247244,0.0879535,0.1547502,0.2633927,-3.7730216,30261489.9148168,6.0000000,30.0000000,TRUE,44.6045198,59.6207764,1.9114800,3.8144747,4.9924714
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2021,1.7441727,45.1769255,8.2848097,0.4931277,0.3528514,0.4428087,0.0000000,0.1126602,-1200151.0279011,0.1094492,0.1379186,0.2163911,35.8510205,23142421.9146692,13.0000000,30.0000000,TRUE,59.0196078,36.5217899,4.9550326,3.8352719,6.5386906
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2020,1.6597563,35.6728108,8.2973678,0.6066405,0.2663044,0.2926551,0.0000000,0.1175579,-6267508.5803639,0.0591501,0.1183503,0.2228732,-25.1686156,-6948703.3380597,0.0000000,30.0000000,TRUE,27.8888889,25.7700770,-6.1689177,3.7466812,5.3913943
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2019,0.8385782,46.1139836,8.5956639,0.4959004,0.1839037,0.2526729,0.0000000,0.0723233,2013357.2555054,0.0809207,0.0691201,0.3607217,-24.4092227,34015668.5970412,5.0000000,36.3636364,TRUE,54.2782152,21.2062658,0.2599356,3.8151599,4.6135247
615,FBRJ.J,Famous Brands Ltd,South Africa,"Hotels, Restaurants & Leisure",2018,0.9548849,45.6989781,8.5468824,0.4278257,0.1941183,0.2715109,0.0000000,0.0904930,-18613393.7512873,0.0636312,0.0918998,0.2114014,-7.9111771,-30281184.9684297,5.0000000,40.0000000,TRUE,51.4666667,22.8490549,1.5567838,3.8397406,3.9932951
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2024,0.5199776,49.4610140,9.4693768,0.4025118,0.1118589,0.2526707,0.0000000,0.0408359,108879626.0654390,0.0417717,0.0000000,0.0004557,19.8032715,239000824.8556500,10.0000000,18.1818182,TRUE,50.3133903,56.0036842,0.5798537,3.7961142,3.8432984
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2023,0.5323678,48.7927837,9.4595369,0.3509614,0.0800362,0.2076293,0.0000000,0.0038433,-25769800.7574510,0.0037860,0.0000000,0.0004669,-5.0038448,312754125.8770970,13.0000000,25.0000000,TRUE,52.7873563,45.6893455,0.6984852,3.7797799,4.8042714
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2022,0.5250761,47.0794757,9.4660641,0.4017133,0.1420860,0.3243269,0.0000000,0.0145749,9254424.7787611,0.0133293,0.0000000,0.0005417,-6.5416883,49274643.5594887,9.0000000,25.0000000,TRUE,47.6553672,55.0756147,1.9114800,3.8144747,4.9924714
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2021,0.4951613,48.0121639,9.5048624,0.3632360,0.0649061,0.1612184,0.0000000,0.0119014,3931425.0469595,0.0152583,0.0000000,0.0005650,8.5221133,238102483.9496480,7.0000000,25.0000000,TRUE,54.9859944,58.3032972,4.9550326,3.8352719,6.5386906
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2020,0.6243787,46.6876496,9.3969545,0.3866816,0.0756370,0.1712028,0.0000000,0.0112702,27446683.2169043,0.0074017,0.0000000,0.0006385,-19.0018546,-484733733.6181510,5.0000000,38.4615385,TRUE,44.5277778,58.3399644,-6.1689177,3.7466812,5.3913943
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2019,0.4101169,46.8867848,9.5795540,0.3213770,0.0703376,0.2026396,0.0000000,0.0002155,-47276331.7771951,0.0001983,0.0000000,0.0005246,-2.6262280,188075788.9052320,6.0000000,28.5714286,TRUE,67.1653543,46.8721814,0.2599356,3.8151599,4.6135247
616,FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,Real Estate Management & Development,2018,0.3699642,36.8018383,9.6157212,0.3224763,0.0816149,0.2347526,0.0000000,0.0119492,48174968.1180543,0.0103690,0.0000000,0.0004950,4.7860173,-354844962.6525780,6.0000000,18.1818182,TRUE,66.0000000,26.4705995,1.5567838,3.8397406,3.9932951
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2024,0.2113274,38.0694047,8.7862075,0.1726393,0.1664174,0.3831103,0.0000000,0.0341015,-30777000.0000000,0.0298671,0.1865538,0.5541200,-18.7646697,-100796000.0000000,5.0000000,12.5000000,TRUE,84.4505495,25.6881111,0.5798537,3.7961142,3.8432984
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2023,0.1892935,39.2423667,8.8437876,0.0596712,0.1308084,0.3514953,0.0000000,0.0739671,-66905000.0000000,0.0666830,0.1571263,0.5109523,-23.1854614,-2829000.0000000,4.0000000,12.5000000,TRUE,86.0803021,24.6396086,0.6984852,3.7797799,4.8042714
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2022,0.1670667,39.2771690,8.8888111,0.0211064,0.1337484,0.3650640,0.0000000,0.1531096,20806000.0000000,0.1593554,0.1429033,0.4350266,32.3624595,74268000.0000000,6.0000000,12.5000000,TRUE,79.4238424,30.4811934,1.9114800,3.8144747,4.9924714
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2021,0.1861827,31.8364095,8.8714468,0.0516064,0.1210082,0.3222739,0.0000000,0.1313822,53858000.0000000,0.1488024,0.1557603,0.4606405,645.5260798,64963000.0000000,4.0000000,12.5000000,TRUE,73.8214286,25.9733227,4.9550326,3.8352719,6.5386906
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2020,0.2060971,29.2622642,8.8173736,0.0917452,0.0906169,0.2437525,0.0000000,0.0667905,-34356000.0000000,0.0559355,0.1794384,0.5523504,-84.0140034,-93227000.0000000,6.0000000,12.5000000,TRUE,67.4095238,21.4750534,-6.1689177,3.7466812,5.3913943
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2019,0.1693430,29.1580112,8.8944008,0.0732995,0.0958372,0.2592379,0.0000000,0.0997484,15230000.0000000,0.1065569,0.1411638,0.4806626,4.9216362,39131000.0000000,6.0000000,0.0000000,TRUE,62.9703569,21.1161762,0.2599356,3.8151599,4.6135247
617,GMLJ.J,Gemfields Group Ltd,South Africa,Metals & Mining,2018,0.1861608,28.1406702,8.8657363,0.0724333,0.0825210,0.2349063,0.0000000,0.0858068,25204000.0000000,0.0764704,0.1351877,0.4972482,152.4066136,-60431000.0000000,5.0000000,0.0000000,TRUE,70.6222222,12.8679661,1.5567838,3.8397406,3.9932951
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2024,0.8202178,60.1157293,8.8937775,0.1984046,0.1564446,0.4771443,0.0000000,0.1703923,-38676912.1407276,0.1673920,0.0071037,0.1784679,-0.3999528,20659978.9927111,7.0000000,30.0000000,TRUE,88.2905983,49.4882134,0.5798537,3.7961142,3.8432984
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2023,0.8157999,55.4217395,8.9014929,0.1799925,0.1609985,0.5055694,0.0000000,0.1730876,-19413582.6104079,0.1696343,0.0037361,0.1547383,-23.4006995,57966382.6016563,4.0000000,37.5000000,TRUE,79.9712644,59.6175457,0.6984852,3.7797799,4.8042714
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2022,0.7965832,49.9266353,8.9102451,0.1818645,0.2306911,0.6450189,0.0000000,0.1884026,39785761.3323610,0.0974257,0.0028075,0.1676082,61.9227338,48811954.5529392,8.0000000,30.0000000,TRUE,46.2994350,65.1757902,1.9114800,3.8144747,4.9924714
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2021,0.3967807,46.5378326,9.1966587,0.5995778,0.5672579,0.8631806,0.0000000,0.0818098,35896786.5383533,0.2210313,0.0026495,0.1110377,-16.3288788,8424472.0830910,4.0000000,21.4285714,TRUE,31.0084034,67.8869007,4.9550326,3.8352719,6.5386906
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2020,0.3474146,49.2769180,9.2060401,0.5902264,0.5849864,0.8911235,0.0000000,0.0782394,-191642315.3910050,0.1419570,0.0039438,0.1184519,-6.7955096,-27988058.1162598,5.0000000,15.3846154,TRUE,36.1388889,67.5108183,-6.1689177,3.7466812,5.3913943
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2019,0.2769954,41.8518121,9.2969238,0.6260047,0.5863146,0.8502851,0.0000000,0.1706047,8541129.2224358,0.2859776,0.0044330,0.1068439,13.4071644,-39315191.8363263,4.0000000,8.3333333,TRUE,23.8057743,61.4608090,0.2599356,3.8151599,4.6135247
618,GNDJ.J,Grindrod Ltd,South Africa,Transportation Infrastructure,2018,0.2764009,45.4455158,9.2837372,0.2176980,0.5655727,0.8595403,0.0000000,0.1478561,-413109295.8256950,0.1932963,0.0032706,0.1000505,-2.4069778,3750252.6607794,4.0000000,15.3846154,TRUE,23.8133333,72.7103051,1.5567838,3.8397406,3.9932951
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2024,1.1120792,5.6165259,7.7953162,0.0024218,0.0279256,0.9132765,0.0000000,0.1398191,4232829.2548804,0.1416234,0.0000000,0.0067070,982.6768160,4327852.6257905,4.0000000,28.5714286,TRUE,3.2193732,0.0000000,0.5798537,3.7961142,3.8432984
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2023,1.0748380,6.6719660,7.7897477,0.0430980,0.0292584,0.4023136,0.0000000,0.0704506,-5586812.0660990,0.0535651,0.0000000,0.0007292,-89.0761330,1072967.0726590,8.0000000,28.5714286,TRUE,5.4310345,0.0000000,0.6984852,3.7797799,4.8042714
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2022,0.8836926,7.2286378,7.9087508,0.1030209,0.0573497,0.4250638,0.0000000,0.1417247,3667649.9508358,0.0626078,0.0002313,0.0010729,829.5841762,-39515.7325467,9.0000000,25.0000000,TRUE,6.2711864,0.0000000,1.9114800,3.8144747,4.9924714
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2021,0.3649147,7.9873845,8.2635680,0.2796373,0.1605016,0.4629936,0.0000000,0.0486046,7449676.1894082,0.0582504,0.0206036,0.3250109,-99.9063817,964563.0659676,10.0000000,25.0000000,TRUE,15.0140056,0.0000000,4.9550326,3.8352719,6.5386906
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2020,0.4305125,6.3884091,8.1849462,0.2857285,0.1471285,0.4184567,0.0000000,0.0442095,-2974135.4425264,0.0354872,0.0242538,0.3335467,-24.3472179,-6455170.0248254,9.0000000,25.0000000,TRUE,11.3333333,0.0000000,-6.1689177,3.7466812,5.3913943
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2019,0.3590043,10.3530421,8.2803906,0.2316968,0.2039638,0.6825236,0.0000000,0.0499202,-2716207.2861376,0.1270984,0.0283284,0.2157010,24.7415105,5176895.2555548,8.0000000,14.2857143,TRUE,18.1364829,0.0000000,0.2599356,3.8151599,4.6135247
619,GPLJ.J,Grand Parade Investments Ltd,South Africa,"Hotels, Restaurants & Leisure",2018,0.3374118,13.6637006,8.3071971,0.2245064,0.0923297,0.3262144,0.0000000,0.0489580,8252650.7560576,0.0492488,0.0308232,0.2276127,8.7772608,1302532.3374021,6.0000000,12.5000000,TRUE,19.8933333,15.9059474,1.5567838,3.8397406,3.9932951
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2024,2.7706701,76.4365847,9.5217548,0.0380417,0.1217168,0.3738190,0.0000000,0.0776216,100412427.8251310,0.0848795,0.0595931,0.6838902,28.9569774,477756392.6312900,4.0000000,25.0000000,TRUE,80.5413105,72.6928649,0.5798537,3.7961142,3.8432984
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2023,3.0992900,67.3917594,9.4829347,0.1086827,0.1199686,0.3054308,0.0000000,0.0500874,22256099.1804019,0.0529400,0.0570405,0.7251398,-0.1301322,259371198.8016760,5.0000000,25.0000000,TRUE,45.8908046,68.6153328,0.6984852,3.7797799,4.8042714
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2022,3.4473833,66.7030133,9.4588791,0.0779140,0.1062853,0.2966784,0.0000000,0.0522988,-22799901.6715831,0.0439820,0.0602034,0.7022731,-10.4019613,-62192723.6971485,4.0000000,21.4285714,TRUE,43.2768362,70.7649838,1.9114800,3.8144747,4.9924714
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2021,2.9903241,65.8918003,9.5340956,0.0742167,0.1137840,0.3147424,0.0000000,0.0577628,-247974431.5792420,0.0765751,0.0520870,0.6884208,73.2407344,359135383.6664890,4.0000000,26.6666667,TRUE,32.1568627,73.0494518,4.9550326,3.8352719,6.5386906
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2020,3.9376691,70.9293287,9.4116568,0.1758480,0.1691578,0.3545800,0.0000000,0.1422402,309681889.0364300,0.1405994,0.0541708,0.6530475,-11.7065198,-49073379.1351539,4.0000000,27.7777778,TRUE,51.3888889,72.2422869,-6.1689177,3.7466812,5.3913943
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2019,3.7277010,69.0541861,9.4166959,0.1610137,0.0880335,0.2290044,0.0000000,0.0270307,20393226.8906369,0.0244983,0.0535442,0.7553626,28.3061531,-185244398.9682590,5.0000000,23.5294118,TRUE,52.2309711,69.8996753,0.2599356,3.8151599,4.6135247
620,HARJ.J,Harmony Gold Mining Company Ltd,South Africa,Metals & Mining,2018,3.3469961,67.5649747,9.4594167,0.1420439,0.0910609,0.2545082,0.0000000,0.0178630,-39351430.1329933,0.0172640,0.0445057,0.7843787,0.9454409,-325961012.9349610,4.0000000,13.3333333,TRUE,50.1866667,66.7328199,1.5567838,3.8397406,3.9932951
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2024,0.9071059,39.3459549,8.5378763,0.2201703,0.2422946,0.5354812,0.0000000,0.0431374,1313939.3805089,0.0421551,0.3951417,0.1184981,-1.6294122,30250355.9497626,4.0000000,28.5714286,TRUE,36.4387464,37.8057381,0.5798537,3.7961142,3.8432984
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2023,0.8939004,33.9407185,8.5478794,0.2799329,0.2364384,0.4667932,0.0000000,0.0368043,457342.3012455,0.0375507,0.4046194,0.1155009,-0.5908355,35506513.7595213,4.0000000,37.5000000,TRUE,49.0517241,25.5056651,0.6984852,3.7797799,4.8042714
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2022,0.9233034,32.7548376,8.5391607,0.2208370,0.2704176,0.5645975,0.0000000,0.0381395,-1895371.9287416,0.0384420,0.3963712,0.1163365,3.8196871,39290968.0688125,4.0000000,28.5714286,TRUE,34.4350282,30.7394897,1.9114800,3.8144747,4.9924714
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2021,0.9524279,26.6796175,8.5357290,0.2144305,0.2698232,0.5685348,0.0000000,0.0409729,1573817.9985510,0.0439089,0.3677215,0.1296654,13.0838086,34603521.5925914,4.0000000,28.5714286,TRUE,30.7563025,15.8201569,4.9550326,3.8352719,6.5386906
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2020,1.0115634,39.8931647,8.5056731,0.2688282,0.2298046,0.4821676,0.0000000,0.0471429,14639407.2234938,0.0447130,0.3225935,0.1371684,-11.7077669,526955.5546935,4.0000000,28.5714286,TRUE,47.9722222,19.7607121,-6.1689177,3.7466812,5.3913943
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2019,0.9737285,34.5347389,8.5286558,0.2285915,0.2391158,0.5368763,0.0000000,0.0116970,4007787.6831643,0.0108628,0.3478659,0.0611716,-0.5338248,31957099.4295864,4.0000000,28.5714286,TRUE,39.0813648,17.9322939,0.2599356,3.8151599,4.6135247
621,HDCJ.J,Hudaco Industries Ltd,South Africa,Trading Companies & Distributors,2018,0.8828487,37.8302167,8.5607895,0.2855092,0.2654234,0.5283552,0.0000000,0.0124359,2636299.3534980,0.0134025,0.3614194,0.0549619,6.8112429,28651004.3869776,4.0000000,33.3333333,TRUE,63.5733333,13.3281554,1.5567838,3.8397406,3.9932951
622,HYPJ.J,Hyprop Investments Ltd,South Africa,Retail REITs,2024,0.4764792,41.8044109,9.3490146,0.3500991,0.0488583,0.1119615,0.0000000,0.0192594,-14560516.9095408,0.0203128,0.0000000,0.0260832,11.0548675,41535716.2496563,5.0000000,25.0000000,TRUE,43.8461538,33.9256141,0.5798537,3.7961142,3.8432984
622,HYPJ.J,Hyprop Investments Ltd,South Africa,Retail REITs,2023,0.5036092,44.3709395,9.3258889,0.3419555,0.1190050,0.2763274,0.0000000,0.0262619,-18080610.6351221,0.0242786,0.0000000,0.0246483,21.9444271,78906848.3982514,6.0000000,27.2727273,TRUE,53.4195402,29.6407233,0.6984852,3.7797799,4.8042714
622,HYPJ.J,Hyprop Investments Ltd,South Africa,Retail REITs,2022,0.4730879,42.7713779,9.3599921,0.3509951,0.1687595,0.3821287,0.0000000,0.0372212,37474188.7905605,0.0452622,0.0000000,0.0208770,0.7210459,82606501.9665684,7.0000000,30.7692308,TRUE,56.4689266,29.1245338,1.9114800,3.8144747,4.9924714
622,HYPJ.J,Hyprop Investments Ltd,South Africa,Retail REITs,2021,0.5777471,45.9301087,9.2750474,0.2014391,0.0688913,0.2462126,0.0000000,0.0289340,-4008102.2736830,0.0326013,0.0000000,0.0097219,8.7347263,-58642799.0692198,10.0000000,27.2727273,TRUE,58.4033613,40.1087147,4.9550326,3.8352719,6.5386906
